Dataset Intensity Statistics Report
Source: /data/hwh_data_folder/dataset/train
Config: FreqRes=5kHz, Overlap=0.5
--------------------------------------------------
File_ID    | Min_dB          | Max_dB         
902        | -114.32         | 11.78          
903        | -100.79         | 11.99          
904        | -92.84          | -1.64          
905        | -126.94         | 11.09          
906        | -127.62         | -0.47          
907        | -87.66          | 15.17          
908        | -100.24         | -0.72          
909        | -99.68          | 25.60          
910        | -133.16         | -4.18          
911        | -95.60          | 4.31           
912        | -117.91         | 8.05           
913        | -108.11         | -5.34          
914        | -105.25         | 8.67           
915        | -122.99         | -13.70         
916        | -113.93         | 2.63           
917        | -87.53          | -1.35          
918        | -98.70          | 11.36          
919        | -92.26          | 6.24           
920        | -88.95          | 13.52          
921        | -125.23         | 7.96           
922        | -80.96          | 14.03          
923        | -96.76          | 13.78          
924        | -92.00          | 23.78          
925        | -103.34         | -7.94          
926        | -122.24         | 3.19           
927        | -111.47         | 7.42           
928        | -96.22          | -7.31          
929        | -111.38         | -8.58          
930        | -113.81         | -2.92          
931        | -90.25          | 10.74          
932        | -84.50          | 21.61          
933        | -103.41         | 8.23           
934        | -120.94         | -15.87         
935        | -95.81          | 8.66           
936        | -96.09          | 6.17           
937        | -108.35         | 3.00           
938        | -107.99         | -2.38          
939        | -95.02          | -2.74          
940        | -73.16          | 17.32          
941        | -113.95         | 3.04           
942        | -110.31         | 6.42           
943        | -128.04         | 8.88           
944        | -127.01         | -3.97          
945        | -102.83         | -8.81          
946        | -113.52         | 10.25          
947        | -89.59          | -9.87          
948        | -98.66          | 1.13           
949        | -118.41         | 11.05          
950        | -102.73         | -6.36          
951        | -111.22         | 16.74          
952        | -102.73         | -7.85          
953        | -102.58         | -1.22          
954        | -99.00          | 17.47          
955        | -97.78          | 6.30           
